candidate_id,created_at,location,years_experience,education_level,primary_role_family,work_authorization
C-7udktmo,2026-01-19,"New York, NY",1,Bootcamp,Supply Chain,Other/Unknown
C-bjfvyb6,2024-12-28,"Palo Alto, CA",1,Masters,Data Analytics,Other/Unknown
C-76a3kkr,2025-05-20,"Chicago, IL",5,Bachelors,HR,F-1 OPT
C-e9p3jpx,2026-01-08,"Fremont, CA",1,Bootcamp,Software Engineering,Other/Unknown
C-0153sfl,2025-09-22,"Seattle, WA",4,Bootcamp,Software Engineering,US Citizen/PR
C-g5hcbbm,2025-04-29,"Fremont, CA",6,PhD,Operations,Other/Unknown
C-swebnvg,2024-09-29,"Remote, US",0,Bootcamp,Supply Chain,H-1B
C-m4j3dab,2024-08-18,"Remote, US",5,Associate,HR,F-1 OPT
C-4xyjoa2,2025-06-20,"Remote, US",1,Bachelors,Sales,F-1 OPT
C-xvaj2k8,2024-05-24,"Chicago, IL",3,PhD,Sales,Other/Unknown
C-4qhkswv,2025-01-28,"Austin, TX",0,Associate,Finance,H-1B
C-uvkyrmj,2024-03-07,"Palo Alto, CA",3,PhD,Operations,H-1B
C-gsic43o,2024-08-15,"Palo Alto, CA",13,Masters,Finance,US Citizen/PR
C-x9jpnbz,2024-04-20,"Seattle, WA",6,Masters,Operations,F-1 OPT
C-ywr7mkg,2025-01-03,"Chicago, IL",11,Associate,Software Engineering,H-1B
C-dej31gy,2026-01-17,"Palo Alto, CA",3,Bachelors,Software Engineering,H-1B
C-i5p5nvq,2025-06-01,"Austin, TX",2,Bootcamp,Data Analytics,US Citizen/PR
C-qheyto5,2025-11-22,"Fremont, CA",8,Masters,Software Engineering,H-1B
C-ou6qlz2,2024-11-10,"New York, NY",12,PhD,Finance,F-1 OPT
C-lcqh1uf,2026-01-10,"Remote, US",2,Bachelors,Software Engineering,Other/Unknown
C-wo8nbhn,2025-09-15,"Austin, TX",0,PhD,HR,F-1 OPT
C-aa0i5ld,2025-05-30,"Seattle, WA",8,Associate,Operations,F-1 OPT
C-cb8qssp,2025-10-07,"Chicago, IL",5,Masters,Operations,Other/Unknown
C-mg87oi0,2024-04-27,"Fremont, CA",2,Masters,Finance,US Citizen/PR
C-vgnxb5j,2025-07-27,"Seattle, WA",2,Associate,Data Analytics,US Citizen/PR
C-xxaypnt,2025-03-16,"New York, NY",6,Masters,Software Engineering,US Citizen/PR
C-kxxjve3,2024-01-26,"Austin, TX",12,Associate,Finance,US Citizen/PR
C-k2rv239,2025-03-10,"Palo Alto, CA",3,Bootcamp,Operations,F-1 OPT
C-brh7lay,2025-02-13,"Austin, TX",6,Associate,Finance,Other/Unknown
C-fds0dji,2024-04-27,"Palo Alto, CA",1,PhD,Sales,US Citizen/PR
C-dgbk2l0,2025-06-15,"Austin, TX",7,Bachelors,Data Analytics,F-1 OPT
C-xgmpw5d,2024-04-22,"Remote, US",12,PhD,Software Engineering,US Citizen/PR
C-o8jn42x,2025-10-15,"Remote, US",6,Masters,Data Analytics,F-1 OPT
C-zc7fov2,2024-11-15,"Chicago, IL",5,Bootcamp,Software Engineering,Other/Unknown
C-2w5506r,2025-05-25,"New York, NY",1,Bachelors,Sales,Other/Unknown
C-bjlzy1u,2024-09-15,"Seattle, WA",4,Masters,Finance,H-1B
C-sywp0rx,2024-01-10,"Chicago, IL",3,Bootcamp,Software Engineering,US Citizen/PR
C-a7sqrf1,2024-09-17,"Palo Alto, CA",9,Masters,Operations,H-1B
C-bixoiq2,2024-11-16,"New York, NY",2,Bachelors,HR,Other/Unknown
C-qerxdou,2024-11-14,"Austin, TX",9,Bachelors,HR,H-1B
C-6uxqm33,2025-07-03,"Remote, US",8,Bootcamp,Operations,Other/Unknown
C-znqdxam,2025-02-22,"Chicago, IL",7,PhD,Supply Chain,H-1B
C-zbffzzd,2024-11-13,"Seattle, WA",4,Masters,Software Engineering,US Citizen/PR
C-7oq2zdo,2024-08-23,"Chicago, IL",7,Associate,Data Analytics,Other/Unknown
C-qvs8a0t,2025-04-03,"New York, NY",4,Associate,Sales,F-1 OPT
C-yg3dxvl,2024-05-16,"New York, NY",2,Bootcamp,Supply Chain,F-1 OPT
C-j88qeoz,2025-05-27,"Chicago, IL",0,Associate,Operations,H-1B
C-z7whwkm,2024-10-22,"Chicago, IL",7,Masters,Finance,F-1 OPT
C-sylemru,2024-08-16,"Chicago, IL",6,Bootcamp,Finance,H-1B
C-5padnbc,2024-09-26,"Palo Alto, CA",7,Masters,Operations,H-1B
C-fc2htmq,2024-06-13,"Seattle, WA",6,Associate,HR,F-1 OPT
C-0ui22kx,2024-01-05,"New York, NY",7,Bootcamp,Sales,H-1B
C-8b0h54p,2025-07-27,"Fremont, CA",0,PhD,HR,F-1 OPT
C-18kgygg,2024-05-11,"Seattle, WA",8,Bachelors,Sales,US Citizen/PR
C-puevjlz,2025-02-05,"Fremont, CA",0,Bachelors,Software Engineering,H-1B
C-v1w4k2t,2024-10-22,"Austin, TX",12,PhD,Supply Chain,F-1 OPT
C-8s2ftom,2025-11-21,"Fremont, CA",3,PhD,Operations,H-1B
C-k8wru1x,2025-09-28,"Austin, TX",9,PhD,Sales,F-1 OPT
C-6ww8yl6,2024-05-22,"Austin, TX",1,Bootcamp,Operations,H-1B
C-as1ssrk,2025-10-26,"Chicago, IL",0,Masters,Operations,US Citizen/PR
C-8g8tacy,2025-09-07,"Remote, US",0,Masters,HR,Other/Unknown
C-4h350p3,2024-04-13,"Austin, TX",1,Masters,Data Analytics,Other/Unknown
C-zbcgjc3,2025-10-07,"Palo Alto, CA",6,Bootcamp,Sales,Other/Unknown
C-wpaytxw,2025-08-01,"Remote, US",0,Associate,Data Analytics,US Citizen/PR
C-mskyvk7,2025-03-23,"New York, NY",9,Bootcamp,HR,US Citizen/PR
C-rteo2t8,2025-05-14,"Fremont, CA",7,PhD,Finance,H-1B
C-8a5fbuo,2025-04-22,"Seattle, WA",9,Bachelors,Operations,F-1 OPT
C-06moxsf,2024-08-18,"Fremont, CA",8,Associate,HR,H-1B
C-gg24479,2025-02-14,"New York, NY",9,Associate,Data Analytics,H-1B
C-yjhu8my,2024-10-15,"Fremont, CA",5,Bachelors,Operations,US Citizen/PR
C-6lqwlvu,2025-06-05,"Palo Alto, CA",3,PhD,Sales,F-1 OPT
C-aih0p4e,2025-05-31,"Chicago, IL",3,PhD,Sales,Other/Unknown
C-q1rdxck,2024-06-07,"Remote, US",8,Masters,Supply Chain,F-1 OPT
C-j5ccasb,2024-08-15,"Seattle, WA",14,Associate,Sales,F-1 OPT
C-6tt9q1n,2024-01-15,"Fremont, CA",1,Associate,Finance,H-1B
C-esdnai8,2024-06-05,"Seattle, WA",0,Masters,HR,F-1 OPT
C-qg8x80r,2024-11-19,"Palo Alto, CA",16,Bachelors,Software Engineering,Other/Unknown
C-ijiys2n,2025-11-15,"New York, NY",8,Bachelors,Data Analytics,H-1B
C-d8wj0uu,2026-01-24,"New York, NY",10,Bootcamp,Operations,US Citizen/PR
C-sn6sm5r,2024-10-18,"New York, NY",7,Associate,Data Analytics,F-1 OPT
C-piskffv,2025-10-21,"Remote, US",11,Bachelors,Finance,F-1 OPT
C-oleyrvx,2024-01-11,"New York, NY",4,Bachelors,Software Engineering,US Citizen/PR
C-eves6ff,2024-05-13,"Fremont, CA",6,Associate,Sales,US Citizen/PR
C-5038hvq,2025-12-12,"New York, NY",0,Masters,Software Engineering,Other/Unknown
C-v23gxj0,2024-12-28,"Palo Alto, CA",2,Bootcamp,Supply Chain,US Citizen/PR
C-indh4sp,2025-01-30,"Fremont, CA",3,Associate,Data Analytics,F-1 OPT
C-rwb2ser,2025-09-07,"Fremont, CA",3,Associate,Supply Chain,US Citizen/PR
C-61xsnbt,2025-11-13,"Fremont, CA",5,Bootcamp,HR,Other/Unknown
C-m264upj,2024-11-19,"Remote, US",7,Masters,HR,US Citizen/PR
C-k5ogz2u,2024-05-12,"Austin, TX",5,Associate,Data Analytics,Other/Unknown
C-xylnfxj,2024-04-15,"Remote, US",6,Associate,Sales,H-1B
C-w9ohtug,2025-08-26,"Seattle, WA",2,Associate,Sales,H-1B
C-9u1oe5e,2024-02-20,"Fremont, CA",4,Bootcamp,HR,F-1 OPT
C-ds22wyb,2024-01-29,"New York, NY",2,Bachelors,HR,US Citizen/PR
C-3qvdjnv,2025-02-23,"Chicago, IL",3,Bootcamp,Sales,H-1B
C-zv83xph,2024-06-30,"Chicago, IL",3,Associate,Operations,F-1 OPT
C-bvsigbi,2025-07-20,"Austin, TX",8,Masters,Data Analytics,H-1B
C-2movs0c,2025-01-05,"Austin, TX",0,Associate,Operations,H-1B
C-m3i8qoa,2024-11-04,"Fremont, CA",11,Bootcamp,Supply Chain,US Citizen/PR
C-usmesjt,2024-05-16,"Remote, US",7,Associate,Operations,Other/Unknown
C-8u118qq,2025-10-27,"Seattle, WA",2,Bachelors,Sales,US Citizen/PR
C-jn2hz2o,2025-07-28,"Palo Alto, CA",9,Associate,Supply Chain,US Citizen/PR
C-zjko0mt,2025-01-20,"Fremont, CA",4,Bootcamp,Operations,H-1B
C-hug07g0,2024-07-28,"Fremont, CA",8,Masters,HR,H-1B
C-hhiwfd7,2025-10-01,"Chicago, IL",4,Bootcamp,Supply Chain,US Citizen/PR
C-1tbrwr9,2024-06-27,"Seattle, WA",6,PhD,Sales,F-1 OPT
C-96khub2,2024-06-28,"New York, NY",0,Associate,Data Analytics,H-1B
C-oyg9zqy,2025-12-10,"Austin, TX",2,Masters,Sales,US Citizen/PR
C-lwjtiqw,2025-10-27,"Palo Alto, CA",8,Masters,Sales,Other/Unknown
C-hzn4kge,2024-06-04,"Seattle, WA",5,Masters,HR,US Citizen/PR
C-z2t4h20,2024-03-24,"New York, NY",0,Bachelors,Software Engineering,Other/Unknown
C-r94sz2k,2024-12-26,"Seattle, WA",3,Associate,Data Analytics,Other/Unknown
C-dfhj4d0,2025-04-20,"Palo Alto, CA",0,PhD,Operations,H-1B
C-momyvux,2024-03-03,"Seattle, WA",5,Masters,HR,H-1B
C-myr06nk,2026-01-05,"Chicago, IL",5,Masters,HR,F-1 OPT
C-x7pwo6c,2024-05-20,"Palo Alto, CA",0,Masters,Operations,H-1B
C-xzvo527,2025-12-23,"Chicago, IL",0,Associate,Supply Chain,Other/Unknown
C-oga0x7z,2024-11-13,"Austin, TX",2,Masters,Software Engineering,Other/Unknown
C-dc5tao1,2025-03-04,"Austin, TX",2,Bachelors,Operations,F-1 OPT
C-d7oi0pe,2025-04-21,"Seattle, WA",15,Masters,Data Analytics,US Citizen/PR
C-x4lr9tj,2024-01-18,"New York, NY",0,Masters,Finance,F-1 OPT
C-vq05pxt,2025-08-12,"Palo Alto, CA",5,Bootcamp,Supply Chain,F-1 OPT
C-2pnjka3,2025-05-16,"Remote, US",12,Masters,Operations,H-1B
C-qa78rap,2024-04-22,"Palo Alto, CA",9,Associate,Software Engineering,US Citizen/PR
C-tg5pizx,2025-10-05,"Remote, US",0,Bootcamp,Software Engineering,H-1B
C-cws2wyj,2024-09-20,"Chicago, IL",0,Associate,HR,H-1B
C-o4gkwwj,2024-06-10,"Seattle, WA",1,Bootcamp,Software Engineering,H-1B
C-abtgdjz,2025-01-14,"Chicago, IL",9,Bachelors,Software Engineering,US Citizen/PR
C-frml29q,2025-03-18,"Remote, US",0,Bachelors,Operations,US Citizen/PR
C-48c1cqg,2024-11-23,"Remote, US",5,PhD,HR,Other/Unknown
C-3e1i1p0,2025-08-01,"Austin, TX",4,Masters,Sales,US Citizen/PR
C-s9ryllw,2024-02-20,"Austin, TX",0,Associate,Supply Chain,US Citizen/PR
C-jwh55he,2025-02-21,"Chicago, IL",7,Bootcamp,Operations,US Citizen/PR
C-gje2ab2,2024-04-05,"New York, NY",5,Associate,Software Engineering,H-1B
C-1irym81,2025-05-05,"Austin, TX",5,Bachelors,Operations,F-1 OPT
C-z2ei921,2025-03-27,"Remote, US",0,Bootcamp,Finance,F-1 OPT
C-an0jbzu,2024-01-07,"Seattle, WA",1,Bootcamp,Software Engineering,F-1 OPT
C-tlq5v4f,2024-11-25,"Seattle, WA",0,Masters,Sales,H-1B
C-3tq1s05,2025-05-28,"Seattle, WA",12,PhD,HR,F-1 OPT
C-lc83gy1,2025-12-09,"Fremont, CA",0,Associate,Operations,H-1B
C-oldxb7g,2025-01-20,"Austin, TX",1,Masters,Data Analytics,Other/Unknown
C-gbxnrwv,2025-12-07,"Austin, TX",0,PhD,Software Engineering,US Citizen/PR
C-a7x73qx,2024-09-17,"Palo Alto, CA",7,Associate,Finance,Other/Unknown
C-32cwt04,2024-09-12,"Austin, TX",0,Masters,Supply Chain,US Citizen/PR
C-dingxu8,2025-05-14,"Seattle, WA",11,Associate,Sales,US Citizen/PR
C-1uyzpd2,2025-05-20,"Seattle, WA",2,Bootcamp,Supply Chain,H-1B
C-xtv76t9,2025-12-14,"Remote, US",6,PhD,Sales,Other/Unknown
C-3litnt0,2024-06-06,"Palo Alto, CA",8,Bootcamp,Sales,Other/Unknown
C-abkae6a,2024-05-07,"Fremont, CA",4,Masters,HR,H-1B
C-a3yjtu7,2026-01-05,"Fremont, CA",3,Bachelors,Data Analytics,Other/Unknown
C-menui3d,2025-06-09,"New York, NY",4,Associate,Software Engineering,US Citizen/PR
C-02g3yu6,2025-06-04,"Seattle, WA",13,PhD,Data Analytics,Other/Unknown
C-cc1m3o5,2024-12-24,"Remote, US",7,Masters,Finance,US Citizen/PR
C-wwbslul,2024-07-19,"Chicago, IL",5,Masters,Software Engineering,US Citizen/PR
C-y981udp,2024-01-04,"Remote, US",4,Bootcamp,Software Engineering,F-1 OPT
C-mr0tjop,2025-10-27,"Chicago, IL",0,Masters,HR,F-1 OPT
C-rhouu9s,2025-12-27,"Fremont, CA",5,Bachelors,Operations,Other/Unknown
C-l7dypml,2024-03-15,"Seattle, WA",5,Bachelors,HR,H-1B
C-gm32wp7,2024-02-11,"Fremont, CA",10,Masters,Finance,H-1B
C-f0d0iwf,2024-12-21,"Remote, US",1,PhD,Data Analytics,H-1B
C-yeqahth,2025-11-07,"Seattle, WA",4,PhD,Supply Chain,Other/Unknown
C-w9zyn6s,2024-06-01,"Palo Alto, CA",12,Masters,Data Analytics,H-1B
C-hzjq8cx,2025-09-20,"Chicago, IL",4,PhD,HR,US Citizen/PR
C-a5xin9d,2024-12-07,"Palo Alto, CA",6,Bootcamp,HR,US Citizen/PR
C-gsq7ait,2024-09-24,"Palo Alto, CA",8,Bootcamp,Sales,F-1 OPT
C-aymk99j,2026-01-18,"Austin, TX",0,PhD,Sales,US Citizen/PR
C-78imoe0,2025-11-15,"Seattle, WA",7,Associate,HR,F-1 OPT
C-puplvqe,2025-02-04,"Chicago, IL",0,Masters,Supply Chain,F-1 OPT
C-5lzse99,2025-09-25,"Fremont, CA",0,Associate,Software Engineering,H-1B
C-ctzg4fb,2025-07-11,"Palo Alto, CA",3,Bootcamp,Sales,H-1B
C-p767j2d,2024-10-18,"Fremont, CA",5,Bachelors,HR,H-1B
C-vwviac2,2025-01-05,"Fremont, CA",2,Associate,HR,Other/Unknown
C-zn4regb,2024-10-22,"Remote, US",0,Bachelors,Operations,Other/Unknown
C-iyhhg8p,2024-01-11,"Seattle, WA",10,Bootcamp,Finance,H-1B
C-55p1v3z,2026-01-13,"New York, NY",1,Associate,Finance,US Citizen/PR
C-sq3b9so,2024-08-14,"Chicago, IL",4,Bachelors,Supply Chain,Other/Unknown
C-swbkok3,2025-10-25,"New York, NY",7,Masters,Sales,H-1B
C-wbsf3q0,2026-01-27,"Austin, TX",4,Masters,HR,F-1 OPT
C-olaq665,2026-01-31,"Austin, TX",0,PhD,Operations,F-1 OPT
C-zeeqnsn,2025-07-01,"Remote, US",0,Associate,Supply Chain,F-1 OPT
C-nn16uxf,2024-08-31,"Remote, US",5,Masters,Software Engineering,US Citizen/PR
C-pl1qwee,2025-05-05,"Fremont, CA",6,Bachelors,Supply Chain,H-1B
C-arr3vrh,2025-03-25,"Chicago, IL",0,Bootcamp,Sales,Other/Unknown
C-pva5kw3,2025-05-15,"Fremont, CA",0,Bachelors,Software Engineering,F-1 OPT
C-bmfbuvl,2025-10-02,"Austin, TX",0,Bachelors,Data Analytics,Other/Unknown
C-9fkxzuu,2024-08-04,"New York, NY",8,Associate,Operations,US Citizen/PR
C-dknncpt,2024-01-25,"Palo Alto, CA",11,Bootcamp,Software Engineering,US Citizen/PR
C-zjsszwd,2024-02-08,"Chicago, IL",8,Associate,Data Analytics,Other/Unknown
C-0v2zp4j,2024-01-17,"Seattle, WA",2,Associate,Operations,F-1 OPT
C-wr0r35i,2024-11-25,"Palo Alto, CA",5,Masters,Data Analytics,US Citizen/PR
C-awe429o,2024-01-12,"Palo Alto, CA",12,PhD,Supply Chain,F-1 OPT
C-ahk2lsl,2024-11-13,"Austin, TX",10,Bachelors,Finance,H-1B
C-m0wbglm,2025-04-29,"Chicago, IL",7,Bootcamp,Sales,US Citizen/PR
C-xrw6tm2,2025-01-08,"New York, NY",5,Bachelors,HR,H-1B
C-uytaul6,2025-04-10,"Remote, US",5,PhD,Data Analytics,F-1 OPT
C-kb9w4uo,2024-03-29,"Seattle, WA",10,Bachelors,HR,H-1B
C-zlboriq,2025-05-03,"Palo Alto, CA",9,Masters,Supply Chain,H-1B
C-gnbhds2,2025-06-21,"Seattle, WA",8,Masters,Software Engineering,H-1B
C-70s1f53,2024-11-30,"Seattle, WA",5,Masters,Software Engineering,US Citizen/PR
C-qzsa7yv,2025-09-20,"Austin, TX",1,PhD,Sales,US Citizen/PR
C-d10a1wh,2025-05-12,"Fremont, CA",7,Masters,Operations,H-1B
C-t1yjfe8,2025-12-27,"Seattle, WA",7,Associate,Data Analytics,F-1 OPT
C-ttj72ug,2025-01-06,"Palo Alto, CA",8,Associate,Operations,Other/Unknown
C-bb6bndo,2025-02-05,"Chicago, IL",13,Associate,Supply Chain,Other/Unknown
C-wl3zyt9,2025-06-09,"Remote, US",6,Bootcamp,Supply Chain,F-1 OPT
C-d2zdlx1,2024-06-07,"New York, NY",8,Masters,Software Engineering,F-1 OPT
C-4w6ozx2,2024-04-07,"Palo Alto, CA",0,Bootcamp,Sales,US Citizen/PR
C-cer4kmu,2024-05-10,"Seattle, WA",0,Bachelors,Sales,US Citizen/PR
C-lx2toow,2024-07-01,"Seattle, WA",10,Masters,Sales,Other/Unknown
C-chyp9um,2024-12-29,"Chicago, IL",10,Masters,Software Engineering,US Citizen/PR
C-0z4evld,2025-05-30,"New York, NY",6,Masters,Operations,Other/Unknown
C-cd31nrx,2024-12-14,"Austin, TX",9,Masters,HR,F-1 OPT
C-56wafft,2024-06-09,"New York, NY",8,Associate,Supply Chain,Other/Unknown
C-hylu6k7,2024-01-16,"New York, NY",9,PhD,Data Analytics,US Citizen/PR
C-ws44c68,2025-03-25,"Austin, TX",4,Associate,HR,H-1B
C-dkbpvwz,2024-11-06,"New York, NY",6,Bootcamp,Sales,F-1 OPT
C-xrgn74f,2024-09-07,"Remote, US",4,Masters,Software Engineering,US Citizen/PR
C-cazrp9d,2026-01-28,"Chicago, IL",3,Bootcamp,HR,Other/Unknown
C-6z7wqp3,2025-08-30,"New York, NY",0,PhD,Software Engineering,F-1 OPT
C-par0zj7,2026-01-08,"Seattle, WA",4,PhD,Data Analytics,US Citizen/PR
C-uzeryf0,2024-09-28,"Remote, US",2,PhD,Sales,US Citizen/PR
C-sviwxyy,2025-03-15,"Seattle, WA",2,Associate,Operations,US Citizen/PR
C-6taq6ul,2024-12-24,"Palo Alto, CA",0,PhD,Operations,F-1 OPT
C-b700ucr,2024-12-05,"Fremont, CA",1,Associate,Data Analytics,H-1B
C-3wkcs4k,2024-01-03,"Fremont, CA",8,Associate,Operations,H-1B
C-4aegvfq,2025-03-04,"Remote, US",0,Masters,Operations,F-1 OPT
C-r25mdf7,2024-11-19,"Fremont, CA",1,Bootcamp,HR,Other/Unknown
C-1ipwh0m,2024-05-25,"Chicago, IL",0,PhD,HR,US Citizen/PR
C-bqrr87i,2024-12-09,"Chicago, IL",0,Bootcamp,Sales,H-1B
C-f5a7qy8,2024-05-19,"Chicago, IL",7,Bachelors,Data Analytics,H-1B
C-8p74mjd,2025-03-15,"Chicago, IL",0,Associate,Sales,Other/Unknown
C-100vhmy,2024-11-14,"Fremont, CA",4,PhD,Supply Chain,US Citizen/PR
C-y3addqh,2024-08-13,"Palo Alto, CA",7,PhD,Software Engineering,US Citizen/PR
C-ad7x48w,2024-06-01,"Chicago, IL",4,Bachelors,Data Analytics,F-1 OPT
C-n1x2gdg,2025-08-06,"Palo Alto, CA",5,Bootcamp,Finance,US Citizen/PR
C-w7jp61l,2025-10-21,"Fremont, CA",3,Bachelors,Operations,US Citizen/PR
C-nlc8jpr,2024-08-30,"Fremont, CA",7,Associate,Sales,F-1 OPT
C-xdtpwdp,2025-05-07,"Palo Alto, CA",3,Bachelors,Data Analytics,US Citizen/PR
C-c01arxa,2025-05-20,"Austin, TX",4,Bootcamp,Operations,F-1 OPT
C-z6us7rp,2024-09-15,"Remote, US",6,Bachelors,Supply Chain,F-1 OPT
C-a83ru7m,2024-02-23,"Chicago, IL",7,PhD,Sales,US Citizen/PR
C-w8dt8cq,2024-02-16,"Remote, US",5,PhD,Finance,F-1 OPT
C-gbngz6w,2024-01-20,"Palo Alto, CA",0,Bootcamp,Data Analytics,Other/Unknown
C-0fgzvrc,2026-01-22,"Seattle, WA",3,PhD,Sales,Other/Unknown
C-8ammzoh,2025-11-20,"Chicago, IL",0,Associate,Sales,F-1 OPT
C-0ic0ra6,2024-03-02,"Seattle, WA",13,Bachelors,Software Engineering,F-1 OPT
C-aw63dw4,2024-03-29,"Austin, TX",2,Bachelors,Data Analytics,Other/Unknown
C-vwchm40,2024-11-24,"New York, NY",0,PhD,Data Analytics,F-1 OPT
C-l8hbgcj,2025-09-26,"Remote, US",1,Bootcamp,Software Engineering,H-1B
C-tp7bd4w,2025-06-24,"Remote, US",6,Masters,Data Analytics,Other/Unknown
C-ca7zvky,2024-02-09,"Remote, US",6,Bootcamp,Finance,F-1 OPT
C-hxso7vb,2025-06-20,"Fremont, CA",1,Bootcamp,Supply Chain,US Citizen/PR
C-w2maiet,2024-05-03,"Austin, TX",5,Associate,Operations,F-1 OPT
C-qwhbef4,2024-02-07,"New York, NY",8,Bootcamp,Software Engineering,F-1 OPT
C-ybxkpm2,2025-08-24,"Remote, US",1,Bootcamp,Data Analytics,US Citizen/PR
C-07g2re6,2025-03-29,"Chicago, IL",8,Bootcamp,Supply Chain,H-1B
C-p06idii,2024-11-18,"New York, NY",5,Masters,Sales,F-1 OPT
C-cvbphvg,2025-07-21,"Palo Alto, CA",7,Masters,Sales,F-1 OPT
C-w9heyce,2026-01-18,"Remote, US",13,Bootcamp,Sales,Other/Unknown
C-gm5v2ww,2024-10-15,"Fremont, CA",5,Associate,Supply Chain,F-1 OPT
C-d4r9v4k,2024-06-16,"Chicago, IL",6,Bootcamp,Finance,F-1 OPT
C-ipi7866,2024-04-01,"New York, NY",8,Bachelors,Data Analytics,Other/Unknown
C-0spo3zd,2024-12-10,"New York, NY",7,Masters,Data Analytics,US Citizen/PR
C-yohmi9a,2025-11-23,"Chicago, IL",9,PhD,Software Engineering,Other/Unknown
C-40aq15o,2025-02-25,"Remote, US",11,PhD,Finance,Other/Unknown
C-zawnytk,2025-11-30,"Remote, US",4,PhD,Finance,F-1 OPT
C-2c50b8y,2024-12-28,"Austin, TX",5,Bachelors,Sales,H-1B
C-qbnxzu1,2025-03-12,"Fremont, CA",2,PhD,Software Engineering,US Citizen/PR
C-x015z11,2024-12-21,"Palo Alto, CA",6,PhD,Operations,Other/Unknown
C-jcmrsez,2024-09-14,"Chicago, IL",5,Associate,Operations,Other/Unknown
C-w2837c6,2024-10-21,"New York, NY",10,Bachelors,Data Analytics,Other/Unknown
C-6k8djzr,2024-08-11,"Remote, US",4,Masters,Supply Chain,US Citizen/PR
C-k8tempx,2024-08-20,"Palo Alto, CA",2,Masters,Data Analytics,US Citizen/PR
C-5i8xomx,2024-01-17,"Palo Alto, CA",3,Bootcamp,Supply Chain,Other/Unknown
C-qu6l2in,2025-03-23,"Palo Alto, CA",1,Bachelors,Software Engineering,H-1B
C-k8wftgg,2024-12-30,"Chicago, IL",3,Masters,Software Engineering,F-1 OPT
C-e9upnhz,2025-02-17,"Chicago, IL",5,PhD,Operations,F-1 OPT
C-ntfk7or,2025-03-30,"Fremont, CA",7,Bootcamp,Operations,F-1 OPT
C-a09lzrk,2025-02-15,"Remote, US",5,Associate,Finance,F-1 OPT
C-207merb,2025-07-25,"Chicago, IL",7,Associate,Data Analytics,H-1B
C-awhmlvh,2024-10-04,"Seattle, WA",2,Masters,HR,H-1B
C-hd4y89o,2024-07-14,"New York, NY",7,PhD,Supply Chain,US Citizen/PR
C-6mf4nnk,2024-11-19,"Palo Alto, CA",2,PhD,Sales,US Citizen/PR
C-h50opf0,2025-12-31,"New York, NY",6,Bootcamp,Software Engineering,US Citizen/PR
C-fk9sm7v,2025-02-04,"New York, NY",2,Bachelors,Data Analytics,Other/Unknown
C-wjgqu6h,2025-12-05,"Remote, US",2,Bootcamp,Operations,Other/Unknown
C-b34kuqa,2024-08-14,"Austin, TX",12,Masters,Operations,H-1B
C-84rx6pr,2025-01-15,"Chicago, IL",2,Masters,Data Analytics,US Citizen/PR
C-1r8vnrp,2024-02-02,"Palo Alto, CA",4,Bootcamp,Finance,US Citizen/PR
C-n0ajufq,2025-10-07,"Chicago, IL",9,Masters,Operations,F-1 OPT
C-bnw8bkx,2025-04-03,"Austin, TX",3,Associate,Software Engineering,F-1 OPT
C-1vgll42,2025-07-23,"Palo Alto, CA",7,PhD,Data Analytics,H-1B
C-3asnrm6,2024-04-08,"Austin, TX",4,Masters,Software Engineering,F-1 OPT
C-32uy84z,2025-01-31,"Chicago, IL",5,Bachelors,Sales,Other/Unknown
C-6eeamyf,2024-06-05,"New York, NY",9,Associate,Supply Chain,H-1B
C-gk0eeyy,2024-03-15,"Palo Alto, CA",9,Masters,Software Engineering,F-1 OPT
C-9p1earp,2025-06-22,"Fremont, CA",10,Bachelors,Data Analytics,US Citizen/PR
C-q6bkade,2025-12-07,"Seattle, WA",7,Masters,Supply Chain,F-1 OPT
C-gmd478m,2024-03-24,"Fremont, CA",4,Associate,HR,F-1 OPT
C-sc31tz8,2025-10-20,"Fremont, CA",8,Associate,Data Analytics,US Citizen/PR
C-774rzgy,2025-06-10,"Austin, TX",4,Masters,HR,H-1B
C-9pso1lq,2024-06-10,"Seattle, WA",0,Masters,Sales,H-1B
C-zublekv,2024-09-27,"Palo Alto, CA",10,Bootcamp,Software Engineering,Other/Unknown
C-k4gc4ry,2025-05-06,"Fremont, CA",7,Bachelors,Finance,Other/Unknown
C-yosyeoz,2025-03-05,"Austin, TX",4,Masters,Data Analytics,H-1B
C-9mv9e40,2025-10-18,"Palo Alto, CA",11,Associate,Supply Chain,H-1B
C-127my89,2024-07-17,"Seattle, WA",0,PhD,Software Engineering,Other/Unknown
C-djrwedb,2025-01-21,"Austin, TX",2,Bootcamp,Finance,US Citizen/PR
C-8nyfwdc,2025-06-19,"Remote, US",8,Associate,HR,Other/Unknown
C-2hxrjm4,2025-01-12,"Seattle, WA",9,Bachelors,HR,US Citizen/PR
C-95eq4pb,2024-06-01,"Fremont, CA",6,Associate,Finance,H-1B
C-5fplo1u,2026-01-03,"New York, NY",2,Associate,Finance,Other/Unknown
C-r4sor8w,2025-11-08,"Palo Alto, CA",12,PhD,Operations,US Citizen/PR
C-bb4m0a6,2025-12-26,"Palo Alto, CA",0,Bootcamp,Data Analytics,Other/Unknown
C-mmmxixv,2024-12-09,"Chicago, IL",7,Bachelors,HR,H-1B
